player_id,first_name,last_name,name,last_season,current_club_id,player_code,country_of_birth,city_of_birth,country_of_citizenship,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,agent_name,image_url,international_caps,international_goals,current_national_team_id,url,current_club_domestic_competition_id,current_club_name,market_value_in_eur,highest_market_value_in_eur
794298,Kyrylo,Senko,Kyrylo Senko,2020,48332,kyrylo-senko,Ukraine,Kyiv,Ukraine,2002-11-19 00:00:00,Left Winger,Attack,left,177.0,,ProStar,https://img.a.transfermarkt.technology/portrait/header/794298-1594854685.png?lm=1,,,,https://www.transfermarkt.co.uk/kyrylo-senko/profil/spieler/794298,UKR1,FK Kolos Kovalivka,50000.0,100000.0
794337,Jorge,Teixeira,Jorge Teixeira,2025,311,jorge-teixeira,Brazil,Pitangui (MG),Brazil,1999-06-21 00:00:00,Centre-Forward,Attack,right,192.0,,,https://img.a.transfermarkt.technology/portrait/header/794337-1708116832.jpg?lm=1,,,,https://www.transfermarkt.co.uk/jorge-teixeira/profil/spieler/794337,RSK1,Football Club Pohang Steelers,,
794349,Julien,Le Cardinal,Julien Le Cardinal,2024,3911,julien-le-cardinal,France,Saint-Brieuc,France,1997-08-03 00:00:00,Centre-Back,Defender,right,184.0,2028-06-30 00:00:00,Soccer Connect,https://img.a.transfermarkt.technology/portrait/header/794349-1727808054.jpg?lm=1,,,,https://www.transfermarkt.co.uk/julien-le-cardinal/profil/spieler/794349,FR1,Stade brestois 29,1500000.0,2500000.0
794437,Jake,Young,Jake Young,2025,465,jake-young,England,Huddersfield,England,2001-07-22 00:00:00,Centre-Forward,Attack,right,186.0,2027-05-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/794437-1748199809.jpg?lm=1,,,,https://www.transfermarkt.co.uk/jake-young/profil/spieler/794437,SC1,Saint Mirren Football Club,,
794456,Magnus,Sjøeng,Magnus Sjøeng,2025,76,magnus-sjoeng,,,Norway,2002-03-23 00:00:00,Goalkeeper,Goalkeeper,right,196.0,2026-12-31 00:00:00,Keypass AS,https://img.a.transfermarkt.technology/portrait/header/794456-1671211364.jpg?lm=1,7.0,0.0,,https://www.transfermarkt.co.uk/magnus-sjoeng/profil/spieler/794456,NO1,Vålerengens Idrettsforening,,
794495,Nemanja,Krsmanovic,Nemanja Krsmanovic,2025,15276,nemanja-krsmanovic,Serbia and Montenegro,Šabac,Serbia,2003-05-09 00:00:00,Left-Back,Defender,left,181.0,2028-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/794495-1756375303.jpg?lm=1,1.0,0.0,,https://www.transfermarkt.co.uk/nemanja-krsmanovic/profil/spieler/794495,SER1,Fudbalski Klub Spartak Ždrepčeva krv,,
794530,Cameron,Cook,Cameron Cook,2025,970,cameron-cook,Australia,Alice Springs,Australia,2001-08-16 00:00:00,Goalkeeper,Goalkeeper,right,188.0,2026-06-30 00:00:00,Griffin Sports,https://img.a.transfermarkt.technology/portrait/header/794530-1722513126.png?lm=1,3.0,0.0,,https://www.transfermarkt.co.uk/cameron-cook/profil/spieler/794530,AUS1,Perth Glory Football Club,,
794592,Markus,Jensen,Markus Jensen,2023,173,markus-jensen,,,Denmark,2005-07-15 00:00:00,Left Winger,Attack,both,184.0,2026-06-30 00:00:00,NINE Group ,https://img.a.transfermarkt.technology/portrait/header/794592-1690046443.png?lm=1,,,,https://www.transfermarkt.co.uk/markus-jensen/profil/spieler/794592,DK1,Odense Boldklub,350000.0,350000.0
794617,Yan,Kostenko,Yan Kostenko,2025,85465,yan-kostenko,Ukraine,Poltava,Ukraine,2003-07-04 00:00:00,Left Midfield,Midfield,right,182.0,2029-06-30 00:00:00,Talented Birds,https://img.a.transfermarkt.technology/portrait/header/794617-1693493545.png?lm=1,,,,https://www.transfermarkt.co.uk/yan-kostenko/profil/spieler/794617,UKR1,FK Karpaty Lviv,700000.0,700000.0
794618,Yegor,Kutsenko,Yegor Kutsenko,2019,2740,yegor-kutsenko,,,Ukraine,2000-08-04 00:00:00,Left-Back,Defender,,178.0,,,https://img.a.transfermarkt.technology/portrait/header/794618-1611774438.png?lm=1,,,,https://www.transfermarkt.co.uk/yegor-kutsenko/profil/spieler/794618,UKR1,Vorskla Poltava,,
794699,Edison,Azcona,Edison Azcona,2025,62204,edison-azcona,Dominican Republic,La Romana,Dominican Republic,2003-11-21 00:00:00,Left Winger,Attack,right,168.0,2026-11-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/794699-1720856376.jpg?lm=1,16.0,1.0,15232.0,https://www.transfermarkt.co.uk/edison-azcona/profil/spieler/794699,,,,
794749,Cheveyo,Tsawa,Cheveyo Tsawa,2025,260,cheveyo-tsawa,,,Switzerland,2006-12-09 00:00:00,Central Midfield,Midfield,right,185.0,2030-06-30 00:00:00,Giacomo Petralito,https://img.a.transfermarkt.technology/portrait/header/794749-1754377025.png?lm=1,10.0,1.0,,https://www.transfermarkt.co.uk/cheveyo-tsawa/profil/spieler/794749,C1,FC Zürich,,
794757,Mikkel Konradsen,Ceide,Mikkel Konradsen Ceide,2025,195,mikkel-konradsen-ceide,Norway,Finnsnes,Norway,2001-09-03 00:00:00,Centre-Back,Defender,right,191.0,2026-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/794757-1712250240.jpg?lm=1,,,,https://www.transfermarkt.co.uk/mikkel-konradsen-ceide/profil/spieler/794757,NO1,Rosenborg Ballklub,,
794758,Warren,Kamanzi,Warren Kamanzi,2025,415,warren-kamanzi,Norway,Namsos,Norway,2000-11-11 00:00:00,Right-Back,Defender,right,177.0,2026-06-30 00:00:00,BHM Sports Agency,https://img.a.transfermarkt.technology/portrait/header/794758-1671210731.jpg?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/warren-kamanzi/profil/spieler/794758,FR1,Toulouse Football Club,2000000.0,2000000.0
794777,Nicolas,Milanovic,Nicolas Milanovic,2025,370,nicolas-milanovic,Australia,"Penrith, New South Wales",Australia,2001-11-14 00:00:00,Right Winger,Attack,left,185.0,2028-06-30 00:00:00,THE·TEAM,https://img.a.transfermarkt.technology/portrait/header/794777-1757425665.jpg?lm=1,2.0,0.0,,https://www.transfermarkt.co.uk/nicolas-milanovic/profil/spieler/794777,SC1,Aberdeen Football Club,,
794816,Rhys,Bennett,Rhys Bennett,2023,985,rhys-bennett,England,Denton,England,2003-10-30 00:00:00,Centre-Back,Defender,right,187.0,2025-05-31 00:00:00,Unique Sports Group,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/rhys-bennett/profil/spieler/794816,GB1,Manchester United Football Club,,
794888,Taras,Gomulka,Taras Gomulka,2024,970,taras-gomulka,Australia,Adelaide,Australia,2001-09-16 00:00:00,Defensive Midfield,Midfield,right,183.0,2026-12-31 00:00:00,Griffin Sports,https://img.a.transfermarkt.technology/portrait/header/794888-1722515421.jpg?lm=1,1.0,0.0,,https://www.transfermarkt.co.uk/taras-gomulka/profil/spieler/794888,AUS1,Perth Glory Football Club,,
794896,Gabriel,Eskinja,Gabriel Eskinja,2025,10690,gabriel-eskinja,Austria,Graz,Austria,2003-08-29 00:00:00,Centre-Back,Defender,right,191.0,2027-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/794896-1720091946.png?lm=1,,,,https://www.transfermarkt.co.uk/gabriel-eskinja/profil/spieler/794896,UKR1,FC Zorya Lugansk,400000.0,500000.0
794925,,Edson Carioca,Edson Carioca,2025,3876,edson-carioca,Brazil,Japeri,Brazil,1997-06-04 00:00:00,Centre-Forward,Attack,right,179.0,2026-12-31 00:00:00,Casa Soccer M9,https://img.a.transfermarkt.technology/portrait/header/794925-1674700502.jpg?lm=1,,,,https://www.transfermarkt.co.uk/edson-carioca/profil/spieler/794925,BRA1,Mirasol Futebol Clube,,
795055,El Hadji,Gueye,El Hadji Gueye,2020,29228,el-hadji-gueye,,,Senegal,1999-08-20 00:00:00,Centre-Back,Defender,,185.0,,VV Consulting,https://img.a.transfermarkt.technology/portrait/header/795055-1596025671.jpg?lm=1,,,,https://www.transfermarkt.co.uk/el-hadji-gueye/profil/spieler/795055,BE1,Royal Excel Mouscron (-2022),250000.0,250000.0
795056,Theo,Laursen,Theo Laursen,2023,443,theo-laursen,,,Denmark,2005-07-11 00:00:00,Attacking Midfield,Midfield,right,,,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/theo-laursen/profil/spieler/795056,DK1,Vejle Boldklub,,
795086,Lorenzo,Offermann,Lorenzo Offermann,2022,1245,lorenzo-offermann,Belgium,Verviers,Belgium,2002-01-10 00:00:00,Centre-Forward,Attack,left,184.0,,,https://img.a.transfermarkt.technology/portrait/header/795086-1658829103.jpg?lm=1,,,,https://www.transfermarkt.co.uk/lorenzo-offermann/profil/spieler/795086,BE1,KAS Eupen,100000.0,100000.0
795140,Serdar,Poyraz,Serdar Poyraz,2020,589,serdar-poyraz,Turkey,Antalya,Turkey,2004-06-17 00:00:00,Left Winger,Attack,right,177.0,2023-06-30 00:00:00,Yiğit Oruç,https://img.a.transfermarkt.technology/portrait/header/795140-1595171992.png?lm=1,,,,https://www.transfermarkt.co.uk/serdar-poyraz/profil/spieler/795140,TR1,Antalyaspor,50000.0,50000.0
795201,Pavlo,Kravtsov,Pavlo Kravtsov,2020,6993,pavlo-kravtsov,,,Ukraine,2000-01-19 00:00:00,Goalkeeper,Goalkeeper,left,194.0,,,https://img.a.transfermarkt.technology/portrait/header/795201-1595180516.png?lm=1,,,,https://www.transfermarkt.co.uk/pavlo-kravtsov/profil/spieler/795201,UKR1,FK Mariupol,25000.0,25000.0
795230,Jack,Jasinski,Jack Jasinski,2025,218,jack-jasinski,United States,"Charlotte, North Carolina",United States,2003-12-04 00:00:00,Right-Back,Defender,,187.0,2026-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/795230-1771758429.jpg?lm=1,,,,https://www.transfermarkt.co.uk/jack-jasinski/profil/spieler/795230,MLS1,San Jose Earthquakes,,
795232,Quinn,Sullivan,Quinn Sullivan,2025,25467,quinn-sullivan,United States,"Philadelphia, Pennsylvania",United States,2004-03-27 00:00:00,Central Midfield,Midfield,right,180.0,2027-12-31 00:00:00,THE·TEAM,https://img.a.transfermarkt.technology/portrait/header/795232-1771714273.jpg?lm=1,3.0,0.0,,https://www.transfermarkt.co.uk/quinn-sullivan/profil/spieler/795232,MLS1,Philadelphia Union,,
795253,Lucas,Mauragis,Lucas Mauragis,2025,6954,lucas-mauragis,Australia,Canberra,Australia,2001-09-04 00:00:00,Left-Back,Defender,left,181.0,2027-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,12.0,0.0,,https://www.transfermarkt.co.uk/lucas-mauragis/profil/spieler/795253,AUS1,Central Coast Mariners Football Club,,
795274,Mayckel,Lahdo,Mayckel Lahdo,2025,206,mayckel-lahdo,Sweden,Stockholm,Sweden,2002-12-30 00:00:00,Right Winger,Attack,right,179.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/795274-1723819960.jpg?lm=1,9.0,2.0,,https://www.transfermarkt.co.uk/mayckel-lahdo/profil/spieler/795274,DK1,Brøndby Idrætsforening,3000000.0,3000000.0
795280,Tymur,Korablin,Tymur Korablin,2024,10690,tymur-korablin,Ukraine,Zaporizhya,Ukraine,2002-01-02 00:00:00,Central Midfield,Midfield,left,174.0,,ProStar,https://img.a.transfermarkt.technology/portrait/header/795280-1656502316.png?lm=1,,,,https://www.transfermarkt.co.uk/tymur-korablin/profil/spieler/795280,UKR1,FC Zorya Lugansk,300000.0,400000.0
795387,Romeo,Aigbekaen,Romeo Aigbekaen,2024,35,romeo-aigbekaen,Germany,Frechen,Germany,2004-06-22 00:00:00,Left Winger,Attack,both,189.0,2028-06-30 00:00:00,M&M sportsManagement,https://img.a.transfermarkt.technology/portrait/header/795387-1729624942.jpg?lm=1,,,,https://www.transfermarkt.co.uk/romeo-aigbekaen/profil/spieler/795387,L1,Fußball-Club St. Pauli von 1910,,
795430,Ethan,Amundsen-Day,Ethan Amundsen-Day,2025,4309,ethan-amundsen-day,England,Leeds,Norway,2005-05-09 00:00:00,Centre-Back,Defender,left,189.0,2029-06-30 00:00:00,Keypass AS,https://img.a.transfermarkt.technology/portrait/header/795430-1732480829.jpg?lm=1,1.0,0.0,,https://www.transfermarkt.co.uk/ethan-amundsen-day/profil/spieler/795430,NO1,Hamarkameratene,,
795431,Tio,Cipot,Tio Cipot,2024,316,tio-cipot,Slovenia,Murska Sobota,Slovenia,2003-04-20 00:00:00,Centre-Forward,Attack,right,184.0,2029-06-30 00:00:00,AR Sport Management,https://img.a.transfermarkt.technology/portrait/header/795431-1727527015.jpg?lm=1,19.0,8.0,,https://www.transfermarkt.co.uk/tio-cipot/profil/spieler/795431,A1,Grazer Athletiksport Klub 1902,700000.0,700000.0
795619,,Léo Rafael,Léo Rafael,2024,2029,leo-rafael,Brazil,Campinas,Brazil,2001-04-25 00:00:00,Central Midfield,Midfield,right,182.0,2026-12-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/795619-1656600622.png?lm=1,,,,https://www.transfermarkt.co.uk/leo-rafael/profil/spieler/795619,BRA1,Ceará Sporting Club,,
795657,Djeidi,Gassama,Djeidi Gassama,2025,124,djeidi-gassama,Mauritania,Nieleba Haouisse,Mauritania,2003-09-10 00:00:00,Left Winger,Attack,right,177.0,2029-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/795657-1644158204.png?lm=1,1.0,0.0,,https://www.transfermarkt.co.uk/djeidi-gassama/profil/spieler/795657,SC1,Rangers Football Club,800000.0,800000.0
795724,Emin,Kujovic,Emin Kujovic,2025,4441,emin-kujovic,Germany,Köln,Bosnia-Herzegovina,2004-09-29 00:00:00,Central Midfield,Midfield,right,190.0,2026-06-30 00:00:00,Rookie & Champ,https://img.a.transfermarkt.technology/portrait/header/795724-1770979965.png?lm=1,5.0,1.0,,https://www.transfermarkt.co.uk/emin-kujovic/profil/spieler/795724,A1,RZ Pellets Wolfsberger Athletiksport Club,,
795738,Paxten,Aaronson,Paxten Aaronson,2025,1247,paxten-aaronson,United States,"Medford, New Jersey",United States,2003-08-26 00:00:00,Attacking Midfield,Midfield,right,175.0,2030-12-31 00:00:00,THE·TEAM,https://img.a.transfermarkt.technology/portrait/header/795738-1771612805.jpg?lm=1,4.0,0.0,,https://www.transfermarkt.co.uk/paxten-aaronson/profil/spieler/795738,MLS1,Colorado Rapids,7000000.0,8000000.0
795762,Elias,Bakatukanda,Elias Bakatukanda,2025,2157,elias-bakatukanda,Germany,Köln,DR Congo,2004-04-13 00:00:00,Centre-Back,Defender,both,193.0,2026-06-30 00:00:00,ELEV8 Sports,https://img.a.transfermarkt.technology/portrait/header/795762-1755081043.jpg?lm=1,1.0,0.0,,https://www.transfermarkt.co.uk/elias-bakatukanda/profil/spieler/795762,A1,Fußballclub Blau-Weiß Linz,250000.0,250000.0
795796,Tommy,Silva,Tommy Silva,2024,6643,tommy-silva,United States,"Tucson, Arizona",United States,2002-02-21 00:00:00,Left-Back,Defender,,178.0,2027-11-30 00:00:00,Wasserman,https://img.a.transfermarkt.technology/portrait/header/795796-1740418541.jpg?lm=1,,,,https://www.transfermarkt.co.uk/tommy-silva/profil/spieler/795796,MLS1,Real Salt Lake,,
795918,Ousmane,Diallo,Ousmane Diallo,2025,267,ousmane-diallo,,,Norway,2003-03-12 00:00:00,Right-Back,Defender,right,178.0,2028-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/ousmane-diallo/profil/spieler/795918,NO1,Idrettsklubben Start,,
796024,Jack,Henry-Francis,Jack Henry-Francis,2024,11,jack-henry-francis,England,London,Ireland,2003-09-23 00:00:00,Defensive Midfield,Midfield,right,181.0,2027-11-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/796024-1746640135.jpg?lm=1,1.0,0.0,,https://www.transfermarkt.co.uk/jack-henry-francis/profil/spieler/796024,GB1,Arsenal Football Club,200000.0,200000.0
796037,Charles,Sagoe Jr,Charles Sagoe Jr,2025,3654,charles-sagoe-jr,England,London,England,2004-07-24 00:00:00,Left Winger,Attack,right,170.0,2026-12-31 00:00:00,ARETÉ,https://img.a.transfermarkt.technology/portrait/header/796037-1688730988.jpg?lm=1,,,,https://www.transfermarkt.co.uk/charles-sagoe-jr/profil/spieler/796037,SE1,Kalmar Fotbollförening,600000.0,600000.0
796047,Yusuf Eren,Göktas,Yusuf Eren Göktas,2022,868,yusuf-eren-goktas,Turkey,Ankara,Turkey,2004-06-23 00:00:00,Centre-Back,Defender,left,,2024-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/796047-1612611832.jpeg?lm=1,,,,https://www.transfermarkt.co.uk/yusuf-eren-goktas/profil/spieler/796047,TR1,MKE Ankaragücü,50000.0,50000.0
796060,Jesús,Alcántar,Jesús Alcántar,2024,1146,jesus-alcantar,Mexico,Caborca,Mexico,2003-07-30 00:00:00,Centre-Back,Defender,left,191.0,2026-12-31 00:00:00,24/7 Talento,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,1.0,0.0,,https://www.transfermarkt.co.uk/jesus-alcantar/profil/spieler/796060,MEX1,Impulsora del Deportivo Necaxa S.A. de C.V.,,
796063,Alán,Montes,Alán Montes,2024,4284,alan-montes,Mexico,Hermosillo,Mexico,2000-10-26 00:00:00,Centre-Back,Defender,right,193.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/796063-1757774332.jpg?lm=1,,,,https://www.transfermarkt.co.uk/alan-montes/profil/spieler/796063,MLS1,Sporting Kansas City,,
796118,Miguel,Salgado Sanz,Miguel Salgado Sanz,2023,2424,miguel-salgado-sanz,Spain,Madrid,United Arab Emirates,2005-02-17 00:00:00,Centre-Forward,Attack,right,188.0,2026-06-30 00:00:00,InterStarDeporte,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/miguel-salgado-sanz/profil/spieler/796118,PO1,Gil Vicente Futebol Clube,,
796212,Philipp,Schulz,Philipp Schulz,2022,39,philipp-schulz,,,Germany,2005-05-25 00:00:00,Centre-Back,Defender,right,188.0,2025-06-30 00:00:00,ASBW Sport Marketing,https://img.a.transfermarkt.technology/portrait/header/796212-1647604662.jpg?lm=1,,,,https://www.transfermarkt.co.uk/philipp-schulz/profil/spieler/796212,L1,1. Fußball- und Sportverein Mainz 05,300000.0,300000.0
796213,Nelson,Weiper,Nelson Weiper,2025,39,nelson-weiper,Germany,Mainz,Germany,2005-03-17 00:00:00,Centre-Forward,Attack,right,192.0,2029-06-30 00:00:00,ASBW Sport Marketing,https://img.a.transfermarkt.technology/portrait/header/796213-1692000176.jpg?lm=1,19.0,6.0,,https://www.transfermarkt.co.uk/nelson-weiper/profil/spieler/796213,L1,1. Fußball- und Sportverein Mainz 05,12000000.0,15000000.0
796216,Emmanuel,Gyamfi,Emmanuel Gyamfi,2025,370,emmanuel-gyamfi,Germany,Hemer,Germany,2004-07-23 00:00:00,Left-Back,Defender,left,178.0,2029-05-31 00:00:00,LEADERBROCK,https://img.a.transfermarkt.technology/portrait/header/796216-1684930522.jpg?lm=1,,,,https://www.transfermarkt.co.uk/emmanuel-gyamfi/profil/spieler/796216,SC1,Aberdeen Football Club,,
796221,Mats,Pannewig,Mats Pannewig,2024,80,mats-pannewig,Germany,Hamm,Germany,2004-10-28 00:00:00,Central Midfield,Midfield,,195.0,2028-06-30 00:00:00,CN Sports,https://img.a.transfermarkt.technology/portrait/header/796221-1691249799.jpg?lm=1,,,,https://www.transfermarkt.co.uk/mats-pannewig/profil/spieler/796221,L1,VfL Bochum,2500000.0,2500000.0
796259,Abdulkadir,Sünger,Abdulkadir Sünger,2020,833,abdulkadir-sunger,Turkey,Denizli,Turkey,2000-05-24 00:00:00,Goalkeeper,Goalkeeper,left,188.0,2025-06-30 00:00:00,AG Sports Management,https://img.a.transfermarkt.technology/portrait/header/796259-1660316322.png?lm=1,,,,https://www.transfermarkt.co.uk/abdulkadir-sunger/profil/spieler/796259,TR1,Denizlispor,175000.0,450000.0
796297,Jobe,Bellingham,Jobe Bellingham,2025,16,jobe-bellingham,England,Stourbridge,England,2005-09-23 00:00:00,Central Midfield,Midfield,right,191.0,2030-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/796297-1766483351.jpg?lm=1,11.0,1.0,,https://www.transfermarkt.co.uk/jobe-bellingham/profil/spieler/796297,L1,Borussia Dortmund,25000000.0,30000000.0
796298,Calum,Scanlon,Calum Scanlon,2023,31,calum-scanlon,England,Birmingham,England,2005-02-14 00:00:00,Left-Back,Defender,,,2025-05-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/796298-1698353700.jpg?lm=1,,,,https://www.transfermarkt.co.uk/calum-scanlon/profil/spieler/796298,GB1,Liverpool Football Club,700000.0,700000.0
796299,Billy,Gee,Billy Gee,2023,631,billy-gee,England,London,England,2005-07-30 00:00:00,Centre-Back,Defender,right,,2025-06-30 00:00:00,Roc Nation Sports,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/billy-gee/profil/spieler/796299,GB1,Chelsea Football Club,250000.0,250000.0
796300,Alfie,Dorrington,Alfie Dorrington,2024,370,alfie-dorrington,England,London,England,2005-04-20 00:00:00,Centre-Back,Defender,right,192.0,2026-05-31 00:00:00,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/796300-1705304096.jpg?lm=1,7.0,0.0,,https://www.transfermarkt.co.uk/alfie-dorrington/profil/spieler/796300,SC1,Aberdeen Football Club,500000.0,500000.0
796302,Owen,Barker,Owen Barker,2024,29,owen-barker,England,Bolton,England,2005-02-23 00:00:00,Attacking Midfield,Midfield,right,173.0,2026-06-30 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,1.0,0.0,,https://www.transfermarkt.co.uk/owen-barker/profil/spieler/796302,GB1,Everton Football Club,,
796303,Leo,Castledine,Leo Castledine,2023,631,leo-castledine,England,London,England,2005-08-20 00:00:00,Attacking Midfield,Midfield,right,175.0,2025-05-31 00:00:00,KIN Partners,https://img.a.transfermarkt.technology/portrait/header/796303-1667402332.jpg?lm=1,,,,https://www.transfermarkt.co.uk/leo-castledine/profil/spieler/796303,GB1,Chelsea Football Club,900000.0,900000.0
796305,Jamie,Donley,Jamie Donley,2025,988,jamie-donley,Northern Ireland,Antrim,Northern Ireland,2005-01-03 00:00:00,Attacking Midfield,Midfield,left,183.0,2026-06-30 00:00:00,CAA Base Ltd,https://img.a.transfermarkt.technology/portrait/header/796305-1705304319.jpg?lm=1,8.0,2.0,5674.0,https://www.transfermarkt.co.uk/jamie-donley/profil/spieler/796305,,,1500000.0,1500000.0
796307,Zach,Mitchell,Zach Mitchell,2024,2578,zach-mitchell,England,Bromley,England,2005-01-09 00:00:00,Centre-Back,Defender,right,186.0,2027-06-30 00:00:00,World in Motion,https://img.a.transfermarkt.technology/portrait/header/796307-1755072189.jpg?lm=1,1.0,0.0,,https://www.transfermarkt.co.uk/zach-mitchell/profil/spieler/796307,SC1,St. Johnstone FC,200000.0,300000.0
796429,Justin,Che,Justin Che,2025,623,justin-che,United States,"Richardson, Texas",United States,2003-11-18 00:00:00,Right-Back,Defender,right,185.0,2028-12-31 00:00:00,SXI,https://img.a.transfermarkt.technology/portrait/header/796429-1771716102.jpg?lm=1,0.0,0.0,,https://www.transfermarkt.co.uk/justin-che/profil/spieler/796429,MLS1,Red Bull New York,700000.0,3000000.0
796476,,Hernandes,Hernandes,2024,6499,hernandes,Brazil,Porto Nacional,Brazil,1999-09-02 00:00:00,Left Winger,Attack,right,183.0,,BBM Sports,https://img.a.transfermarkt.technology/portrait/header/796476-1771071285.png?lm=1,,,,https://www.transfermarkt.co.uk/hernandes/profil/spieler/796476,RSK1,Foundation Coorperation Hana Financial Group Inc. Football Club,,
796490,Pascal,Kuiper,Pascal Kuiper,2025,468,pascal-kuiper,Netherlands,Papendrecht,Netherlands,2004-03-17 00:00:00,Goalkeeper,Goalkeeper,right,194.0,2027-06-30 00:00:00,Forza Sports Group,https://img.a.transfermarkt.technology/portrait/header/796490-1755698026.jpg?lm=1,,,,https://www.transfermarkt.co.uk/pascal-kuiper/profil/spieler/796490,NL1,Sparta Rotterdam,75000.0,175000.0
796528,Isaiah,LeFlore,Isaiah LeFlore,2025,63966,isaiah-leflore,United States,"Minneapolis, Minnesota",United States,2002-12-11 00:00:00,Left-Back,Defender,,175.0,2026-12-31 00:00:00,CAA Stellar,https://img.a.transfermarkt.technology/portrait/header/796528-1771709276.jpg?lm=1,,,,https://www.transfermarkt.co.uk/isaiah-leflore/profil/spieler/796528,MLS1,Nashville SC,,
796574,,Stênio,Stênio,2025,85465,stenio,Brazil,Poços de Caldas,Brazil,2003-04-05 00:00:00,Right Winger,Attack,right,180.0,2026-06-30 00:00:00,OTB Sports,https://img.a.transfermarkt.technology/portrait/header/796574-1723703738.png?lm=1,8.0,1.0,,https://www.transfermarkt.co.uk/stenio/profil/spieler/796574,UKR1,FK Karpaty Lviv,800000.0,1000000.0
796610,Taiki,Amagasa,Taiki Amagasa,2025,672,taiki-amagasa,,,Japan,2000-05-11 00:00:00,Defensive Midfield,Midfield,left,176.0,,,https://img.a.transfermarkt.technology/portrait/header/796610-1773583034.JPG?lm=1,,,,https://www.transfermarkt.co.uk/taiki-amagasa/profil/spieler/796610,JAP1,JEF United,,
796654,Mattis,Adolfsson,Mattis Adolfsson,2024,1236,mattis-adolfsson,,,Sweden,2001-12-11 00:00:00,Centre-Back,Defender,,198.0,2028-12-31 00:00:00,,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,,,,https://www.transfermarkt.co.uk/mattis-adolfsson/profil/spieler/796654,SE1,Östers IF,,
796726,,Renato Júnior,Renato Júnior,2024,1063,renato-junior,Brazil,São Paulo,Brazil,2002-06-05 00:00:00,Centre-Forward,Attack,right,190.0,,Olé Sport & Business,https://img.a.transfermarkt.technology/portrait/header/796726-1657665532.jpeg?lm=1,,,,https://www.transfermarkt.co.uk/renato-junior/profil/spieler/796726,DK1,Viborg Fodsports Forening,1000000.0,1000000.0
796739,,Júnior Almeida,Júnior Almeida,2023,2431,junior-almeida,,,Brazil,2000-01-15 00:00:00,Centre-Back,Defender,left,189.0,2026-06-30 00:00:00,YES SPORTS,https://img.a.transfermarkt.technology/portrait/header/796739-1668161260.png?lm=1,,,,https://www.transfermarkt.co.uk/junior-almeida/profil/spieler/796739,PO1,Club Football Estrela da Amadora,500000.0,500000.0
796742,,Vitinho,Vitinho,2025,2423,vitinho,Brazil,Esmeraldas,Brazil,2003-03-25 00:00:00,Right Winger,Attack,left,182.0,,TFA,https://img.a.transfermarkt.technology/portrait/header/796742-1670979913.jpg?lm=1,,,,https://www.transfermarkt.co.uk/vitinho/profil/spieler/796742,PO1,Clube Desportivo Santa Clara,,
796796,,Ian Luccas,Ian Luccas,2024,609,ian-luccas,Brazil,Ribeirão Preto,Brazil,2003-02-11 00:00:00,Defensive Midfield,Midfield,right,188.0,2026-12-31 00:00:00,Bertolucci Sports,https://img.a.transfermarkt.technology/portrait/header/796796-1678847801.jpg?lm=1,1.0,0.0,,https://www.transfermarkt.co.uk/ian-luccas/profil/spieler/796796,BRA1,Cruzeiro Esporte Clube,,
